380,1.870,1.180,0.820,0.570,1.870,1.050,2.560,1.210,0.900,1.110,0.910,0.960
578,15.762,19.399,21.233,22.617,15.990,19.862,12.894,12.074,14.212,4.195,4.139,5.328
579,29.305,31.244,33.018,34.562,28.828,31.144,26.651,26.250,27.839,26.201,26.020,25.862
580,18.499,21.860,23.777,25.329,18.486,22.130,15.660,15.002,17.061,9.732,9.747,10.744
581,15.699,19.443,21.419,23.029,15.788,19.759,12.882,12.184,14.377,5.972,6.078,7.401
582,15.659,19.428,21.444,23.124,15.702,19.695,12.873,12.222,14.425,6.639,6.793,8.152
583,15.609,19.397,21.451,23.198,15.607,19.615,12.862,12.261,14.470,10.374,9.853,10.608
584,15.549,19.351,21.440,23.250,15.503,19.520,12.847,12.300,14.512,31.264,31.223,29.629
585,15.480,19.290,21.410,23.280,15.390,19.410,12.830,12.340,14.550,18.528,17.853,17.702
586,15.387,19.196,21.338,23.261,15.259,19.271,12.805,12.378,14.579,9.755,10.046,11.469
587,15.283,19.085,21.244,23.215,15.117,19.115,12.776,12.416,14.603,10.464,10.887,12.349
588,15.168,18.958,21.130,23.145,14.966,18.944,12.744,12.454,14.623,11.205,11.679,13.155
589,15.043,18.816,20.998,23.053,14.807,18.758,12.708,12.492,14.638,11.788,12.311,13.812
590,14.910,18.660,20.850,22.940,14.640,18.560,12.670,12.530,14.650,12.160,12.730,14.270
591,14.773,18.497,20.694,22.816,14.468,18.352,12.630,12.568,14.658,11.817,12.434,14.091
592,14.628,18.322,20.524,22.674,14.289,18.133,12.588,12.605,14.663,11.267,11.929,13.712
593,14.476,18.135,20.340,22.513,14.105,17.904,12.544,12.643,14.665,10.570,11.273,13.182
594,14.316,17.938,20.142,22.335,13.915,17.666,12.498,12.682,14.664,9.785,10.524,12.548
595,14.150,17.730,19.930,22.140,13.720,17.420,12.450,12.720,14.660,8.970,9.740,11.860
596,13.975,17.509,19.700,21.923,13.522,17.167,12.401,12.760,14.655,8.320,9.102,11.219
597,13.794,17.278,19.458,21.690,13.320,16.907,12.351,12.799,14.647,7.725,8.515,10.605
598,13.608,17.040,19.205,21.442,13.114,16.640,12.299,12.839,14.637,7.210,8.006,10.055
599,13.416,16.793,18.942,21.182,12.904,16.368,12.245,12.880,14.625,6.800,7.601,9.601
600,13.220,16.540,18.670,20.910,12.690,16.090,12.190,12.920,14.610,6.520,7.330,9.280
601,13.020,16.283,18.393,20.633,12.470,15.807,12.132,12.959,14.591,6.612,7.450,9.394
602,12.817,16.021,18.109,20.346,12.248,15.520,12.072,12.999,14.570,6.831,7.699,9.643
603,12.610,15.755,17.818,20.049,12.023,15.229,12.012,13.039,14.547,7.146,8.047,9.993
604,12.401,15.484,17.522,19.744,11.797,14.936,11.951,13.079,14.524,7.529,8.464,10.413
605,12.190,15.210,17.220,19.430,11.570,14.640,11.890,13.120,14.500,7.952,8.919,10.869
606,11.979,14.933,16.913,19.104,11.345,14.343,11.830,13.161,14.474,8.281,9.274,11.213
607,11.766,14.653,16.602,18.770,11.121,14.045,11.771,13.204,14.449,8.617,9.633,11.557
608,11.552,14.370,16.287,18.431,10.897,13.747,11.713,13.248,14.426,8.956,9.993,11.899
609,11.336,14.086,15.970,18.087,10.673,13.448,11.656,13.293,14.406,18.258,28.871,48.291
610,11.120,13.800,15.650,17.740,10.450,13.150,11.600,13.340,14.390,137.222,177.206,208.279
611,10.903,13.512,15.329,17.389,10.228,12.854,11.547,13.392,14.384,17.428,11.046,15.042
612,10.685,13.224,15.007,17.038,10.006,12.558,11.496,13.445,14.383,10.279,11.377,13.181
613,10.466,12.936,14.685,16.689,9.786,12.264,11.446,13.500,14.385,25.535,32.722,42.066
614,10.248,12.648,14.362,16.342,9.567,11.971,11.398,13.555,14.391,140.663,179.563,225.813
615,10.030,12.360,14.040,16.000,9.350,11.680,11.350,13.610,14.400,14.023,17.444,22.207
616,9.811,12.073,13.718,15.685,9.133,11.388,11.301,13.664,14.409,11.391,12.507,14.170
617,9.592,11.788,13.398,15.373,8.918,11.098,11.253,13.718,14.420,11.610,12.723,14.346
618,9.376,11.505,13.079,15.061,8.706,10.811,11.207,13.770,14.434,11.801,12.909,14.490
619,9.161,11.226,12.763,14.744,8.496,10.528,11.162,13.821,14.450,11.962,13.062,14.599
620,8.950,10.950,12.450,14.420,8.290,10.250,11.120,13.870,14.470,12.090,13.180,14.670
621,8.746,10.683,12.144,14.054,8.090,9.981,11.084,13.915,14.498,12.263,13.342,14.769
622,8.545,10.420,11.841,13.681,7.893,9.717,11.049,13.958,14.528,12.379,13.443,14.809
623,8.348,10.161,11.541,13.305,7.699,9.457,11.016,13.998,14.559,12.413,13.462,14.770
624,8.153,9.904,11.244,12.930,7.508,9.202,10.983,14.035,14.590,12.345,13.375,14.634
625,7.960,9.650,10.950,12.560,7.320,8.950,10.950,14.070,14.620,12.150,13.160,14.380
626,7.766,9.392,10.653,12.216,7.131,8.699,10.918,14.105,14.651,11.610,12.597,13.820
627,7.574,9.137,10.359,11.881,6.945,8.451,10.884,14.136,14.678,10.948,11.909,13.146
628,7.386,8.886,10.070,11.555,6.762,8.209,10.847,14.163,14.700,10.190,11.123,12.383
629,7.201,8.640,9.786,11.238,6.584,7.971,10.806,14.184,14.715,9.590,10.577,11.640
630,7.020,8.400,9.510,10.930,6.410,7.740,10.760,14.200,14.720,18.268,23.340,30.699
631,6.849,8.174,9.250,10.635,6.246,7.520,10.698,14.200,14.698,7.876,8.808,9.936
632,6.682,7.953,8.997,10.348,6.087,7.306,10.632,14.194,14.668,6.805,7.624,9.005
633,6.519,7.738,8.750,10.067,5.932,7.097,10.562,14.185,14.632,5.976,6.760,8.155
634,6.358,7.527,8.508,9.792,5.779,6.892,10.491,14.173,14.592,5.180,5.917,7.304
635,6.200,7.320,8.270,9.520,5.630,6.690,10.420,14.160,14.550,4.430,5.110,6.460
636,6.039,7.110,8.030,9.243,5.479,6.486,10.349,14.146,14.508,3.771,4.338,5.536
637,5.880,6.904,7.793,8.970,5.330,6.286,10.281,14.134,14.470,3.184,3.631,4.655
638,5.724,6.702,7.561,8.701,5.183,6.089,10.217,14.126,14.438,2.679,3.006,3.847
639,5.570,6.504,7.333,8.438,5.040,5.897,10.160,14.124,14.414,2.265,2.480,3.142
640,5.420,6.310,7.110,8.180,4.900,5.710,10.110,14.130,14.400,1.950,2.070,2.570
641,5.274,6.124,6.894,7.933,4.764,5.531,10.083,14.162,14.416,1.843,1.934,2.371
642,5.132,5.942,6.685,7.692,4.633,5.358,10.064,14.201,14.444,1.829,1.912,2.312
643,4.994,5.766,6.481,7.458,4.505,5.190,10.051,14.246,14.482,1.893,1.985,2.370
644,4.860,5.596,6.282,7.231,4.380,5.027,10.044,14.293,14.528,2.018,2.134,2.524
645,4.730,5.430,6.090,7.010,4.260,4.870,10.040,14.340,14.580,2.190,2.340,2.750
646,4.606,5.271,5.906,6.796,4.145,4.719,10.030,14.381,14.624,2.399,2.599,3.045
647,4.487,5.117,5.727,6.589,4.034,4.572,10.023,14.418,14.674,2.621,2.875,3.364
648,4.371,4.967,5.553,6.387,3.926,4.430,10.018,14.452,14.732,2.838,3.146,3.677
649,4.259,4.822,5.384,6.191,3.821,4.293,10.017,14.479,14.800,3.034,3.388,3.958
650,4.150,4.680,5.220,6.000,3.720,4.160,10.020,14.500,14.880,3.190,3.580,4.180
651,4.042,4.541,5.057,5.812,3.621,4.031,10.043,14.515,15.012,3.176,3.552,4.133
652,3.938,4.405,4.899,5.628,3.525,3.905,10.067,14.520,15.148,3.116,3.466,4.017
653,3.836,4.273,4.745,5.450,3.431,3.783,10.089,14.514,15.282,3.021,3.337,3.850
654,3.736,4.145,4.595,5.277,3.339,3.665,10.104,14.495,15.406,2.902,3.180,3.652
655,3.640,4.020,4.450,5.110,3.250,3.550,10.110,14.460,15.510,2.770,3.010,3.440
656,3.547,3.899,4.312,4.951,3.161,3.438,10.109,14.419,15.606,2.671,2.896,3.301
657,3.457,3.782,4.178,4.797,3.074,3.328,10.090,14.357,15.662,2.571,2.785,3.168
658,3.369,3.668,4.048,4.647,2.990,3.222,10.047,14.269,15.666,2.473,2.678,3.040
659,3.283,3.557,3.922,4.502,2.909,3.120,9.976,14.152,15.606,2.379,2.576,2.921
660,3.200,3.450,3.800,4.360,2.830,3.020,9.870,14.000,15.470,2.290,2.480,2.810
661,3.118,3.346,3.679,4.219,2.757,2.924,9.678,13.768,15.135,2.229,2.411,2.733
662,3.038,3.244,3.562,4.081,2.687,2.830,9.454,13.503,14.725,2.172,2.346,2.660
663,2.960,3.146,3.448,3.946,2.619,2.740,9.203,13.213,14.256,2.118,2.282,2.588
664,2.884,3.052,3.337,3.816,2.554,2.654,8.933,12.903,13.743,2.061,2.214,2.509
665,2.810,2.960,3.230,3.690,2.490,2.570,8.650,12.580,13.200,2.000,2.140,2.420
666,2.738,2.873,3.128,3.570,2.427,2.491,8.364,12.252,12.652,1.903,2.020,2.267
667,2.668,2.788,3.029,3.455,2.365,2.415,8.077,11.922,12.102,1.803,1.895,2.105
668,2.600,2.706,2.933,3.343,2.305,2.341,7.796,11.598,11.563,1.703,1.770,1.942
669,2.534,2.627,2.840,3.235,2.247,2.270,7.525,11.286,11.048,1.607,1.650,1.784
670,2.470,2.550,2.750,3.130,2.190,2.200,7.270,10.990,10.570,1.520,1.540,1.640
671,2.408,2.474,2.661,3.026,2.135,2.130,7.071,10.752,10.218,1.462,1.468,1.547
672,2.349,2.399,2.574,2.924,2.081,2.062,6.890,10.535,9.909,1.416,1.412,1.473
673,2.291,2.327,2.490,2.826,2.029,1.996,6.727,10.336,9.637,1.382,1.370,1.418
674,2.234,2.258,2.408,2.731,1.979,1.932,6.578,10.151,9.396,1.360,1.343,1.380
675,2.180,2.190,2.330,2.640,1.930,1.870,6.440,9.980,9.180,1.350,1.330,1.360
676,2.127,2.126,2.257,2.553,1.883,1.812,6.301,9.811,8.964,1.354,1.328,1.350
677,2.075,2.063,2.186,2.470,1.838,1.756,6.171,9.651,8.765,1.368,1.341,1.357
678,2.025,2.003,2.118,2.390,1.794,1.702,6.050,9.500,8.580,1.393,1.367,1.382
679,1.977,1.946,2.053,2.314,1.751,1.650,5.936,9.356,8.409,1.427,1.406,1.426
680,1.930,1.890,1.990,2.240,1.710,1.600,5.830,9.220,8.250,1.470,1.460,1.490
681,1.881,1.833,1.925,2.167,1.666,1.547,5.735,9.091,8.098,1.536,1.553,1.609
682,1.834,1.779,1.863,2.097,1.624,1.497,5.647,8.967,7.954,1.606,1.653,1.742
683,1.792,1.728,1.804,2.030,1.585,1.450,5.564,8.848,7.819,1.674,1.755,1.880
684,1.753,1.682,1.750,1.968,1.550,1.408,5.486,8.732,7.691,1.737,1.853,2.015
685,1.720,1.640,1.700,1.910,1.520,1.370,5.410,8.620,7.570,1.790,1.940,2.140
686,1.708,1.616,1.667,1.865,1.511,1.352,5.337,8.512,7.460,1.819,2.000,2.237
687,1.700,1.595,1.638,1.824,1.504,1.337,5.264,8.404,7.353,1.831,2.039,2.312
688,1.693,1.576,1.610,1.784,1.499,1.324,5.192,8.296,7.247,1.824,2.055,2.357
689,1.684,1.555,1.582,1.743,1.492,1.309,5.117,8.185,7.140,1.794,2.043,2.368
690,1.670,1.530,1.550,1.700,1.480,1.290,5.040,8.070,7.030,1.740,2.000,2.340
691,1.628,1.482,1.497,1.640,1.442,1.246,4.950,7.940,6.899,1.601,1.851,2.174
692,1.581,1.431,1.441,1.577,1.398,1.199,4.857,7.806,6.764,1.448,1.682,1.982
693,1.530,1.377,1.383,1.513,1.352,1.149,4.762,7.669,6.627,1.292,1.507,1.780
694,1.479,1.322,1.325,1.450,1.305,1.098,4.666,7.530,6.488,1.145,1.342,1.587
695,1.430,1.270,1.270,1.390,1.260,1.050,4.570,7.390,6.350,1.020,1.200,1.420
696,1.396,1.230,1.228,1.341,1.228,1.016,4.476,7.250,6.216,0.938,1.101,1.301
697,1.365,1.193,1.189,1.296,1.199,0.985,4.383,7.111,6.086,0.899,1.054,1.244
698,1.338,1.159,1.153,1.255,1.174,0.958,4.292,6.974,5.959,0.913,1.070,1.264
699,1.313,1.128,1.120,1.216,1.151,0.933,4.205,6.840,5.837,0.990,1.165,1.381
700,1.290,1.100,1.090,1.180,1.130,0.910,4.120,6.710,5.720,1.140,1.350,1.610
701,1.268,1.075,1.062,1.147,1.112,0.888,4.044,6.593,5.618,1.509,1.816,2.188
702,1.248,1.052,1.035,1.116,1.095,0.867,3.971,6.481,5.521,1.937,2.355,2.858
703,1.228,1.031,1.009,1.087,1.080,0.848,3.902,6.371,5.428,2.397,2.936,3.582
704,1.209,1.010,0.984,1.058,1.065,0.829,3.835,6.265,5.338,2.867,3.528,4.322
705,1.190,0.990,0.960,1.030,1.050,0.810,3.770,6.160,5.250,3.320,4.100,5.040
706,1.169,0.968,0.934,1.000,1.033,0.790,3.708,6.055,5.161,3.718,4.603,5.683
707,1.147,0.947,0.907,0.969,1.016,0.770,3.647,5.951,5.072,4.055,5.028,6.232
708,1.125,0.925,0.881,0.939,0.998,0.750,3.586,5.845,4.983,4.310,5.350,6.654
709,1.103,0.902,0.856,0.910,0.979,0.730,3.524,5.739,4.892,4.462,5.543,6.915
710,1.080,0.880,0.830,0.880,0.960,0.710,3.460,5.630,4.800,4.490,5.580,6.980
711,1.055,0.855,0.805,0.850,0.938,0.689,3.386,5.512,4.700,4.147,5.148,6.455
712,1.030,0.830,0.780,0.821,0.915,0.668,3.311,5.393,4.599,3.696,4.580,5.757
713,1.006,0.806,0.756,0.793,0.893,0.648,3.234,5.272,4.496,3.172,3.920,4.943
714,0.982,0.782,0.732,0.766,0.871,0.629,3.157,5.151,4.393,2.611,3.215,4.068
715,0.960,0.760,0.710,0.740,0.850,0.610,3.080,5.030,4.290,2.050,2.510,3.190
716,0.942,0.742,0.690,0.718,0.834,0.594,3.006,4.910,4.187,1.654,2.015,2.565
717,0.925,0.725,0.672,0.697,0.819,0.580,2.933,4.793,4.086,1.296,1.570,1.998
718,0.909,0.709,0.654,0.678,0.805,0.566,2.863,4.678,3.987,0.981,1.178,1.496
719,0.894,0.694,0.637,0.659,0.792,0.553,2.795,4.567,3.892,0.711,0.843,1.065
720,0.880,0.680,0.620,0.640,0.780,0.540,2.730,4.460,3.800,0.490,0.570,0.710
721,0.865,0.665,0.603,0.618,0.767,0.527,2.672,4.363,3.718,0.370,0.423,0.517
722,0.850,0.650,0.586,0.597,0.754,0.514,2.618,4.271,3.641,0.294,0.330,0.393
723,0.836,0.636,0.570,0.577,0.742,0.502,2.566,4.184,3.567,0.253,0.282,0.324
724,0.822,0.623,0.554,0.558,0.731,0.491,2.517,4.100,3.497,0.238,0.265,0.298
725,0.810,0.610,0.540,0.540,0.720,0.480,2.470,4.020,3.430,0.240,0.270,0.300
726,0.800,0.598,0.528,0.527,0.710,0.470,2.423,3.942,3.364,0.222,0.249,0.274
727,0.791,0.587,0.517,0.516,0.701,0.461,2.378,3.868,3.299,0.212,0.236,0.260
728,0.783,0.577,0.507,0.506,0.693,0.453,2.334,3.796,3.237,0.208,0.230,0.255
729,0.776,0.568,0.498,0.497,0.686,0.446,2.291,3.727,3.178,0.208,0.229,0.256
730,0.770,0.560,0.490,0.490,0.680,0.440,2.250,3.660,3.120,0.210,0.230,0.260
731,0.765,0.555,0.483,0.483,0.677,0.437,2.210,3.596,3.064,0.208,0.223,0.251
732,0.761,0.551,0.477,0.477,0.675,0.435,2.170,3.534,3.011,0.206,0.218,0.243
733,0.757,0.547,0.471,0.472,0.673,0.434,2.132,3.475,2.959,0.206,0.214,0.236
734,0.753,0.544,0.465,0.466,0.672,0.432,2.096,3.417,2.908,0.208,0.211,0.232
735,0.750,0.540,0.460,0.460,0.670,0.430,2.060,3.360,2.860,0.210,0.210,0.230
736,0.747,0.535,0.454,0.453,0.667,0.425,2.026,3.304,2.814,0.216,0.215,0.238
737,0.744,0.529,0.449,0.445,0.664,0.419,1.994,3.248,2.769,0.222,0.220,0.248
738,0.740,0.523,0.443,0.437,0.660,0.413,1.962,3.194,2.725,0.228,0.227,0.259
739,0.735,0.517,0.436,0.429,0.655,0.407,1.931,3.142,2.682,0.234,0.234,0.270
740,0.730,0.510,0.430,0.420,0.650,0.400,1.900,3.090,2.640,0.240,0.240,0.280
741,0.720,0.501,0.421,0.409,0.641,0.393,1.869,3.039,2.596,0.242,0.243,0.285
742,0.709,0.492,0.412,0.398,0.632,0.386,1.838,2.990,2.553,0.244,0.244,0.287
743,0.698,0.484,0.404,0.387,0.624,0.379,1.808,2.942,2.511,0.244,0.244,0.287
744,0.688,0.476,0.396,0.378,0.616,0.374,1.779,2.895,2.470,0.242,0.243,0.285
745,0.680,0.470,0.390,0.370,0.610,0.370,1.750,2.850,2.430,0.240,0.240,0.280
746,0.681,0.469,0.389,0.369,0.611,0.371,1.721,2.806,2.392,0.236,0.231,0.268
747,0.684,0.470,0.390,0.369,0.613,0.374,1.694,2.764,2.357,0.230,0.222,0.255
748,0.686,0.470,0.390,0.370,0.616,0.376,1.668,2.724,2.323,0.224,0.213,0.240
749,0.689,0.471,0.391,0.370,0.618,0.379,1.643,2.686,2.290,0.217,0.205,0.225
750,0.690,0.470,0.390,0.370,0.620,0.380,1.620,2.650,2.260,0.210,0.200,0.210
751,0.680,0.462,0.382,0.362,0.614,0.374,1.602,2.619,2.234,0.200,0.203,0.198
752,0.669,0.453,0.373,0.353,0.607,0.367,1.585,2.590,2.209,0.190,0.209,0.188
753,0.658,0.444,0.364,0.344,0.600,0.360,1.570,2.563,2.185,0.181,0.217,0.179
754,0.648,0.436,0.356,0.336,0.594,0.354,1.555,2.536,2.162,0.174,0.228,0.173
755,0.640,0.430,0.350,0.330,0.590,0.350,1.540,2.510,2.140,0.170,0.240,0.170
756,0.645,0.433,0.353,0.331,0.593,0.355,1.524,2.485,2.118,0.175,0.259,0.176
757,0.652,0.439,0.359,0.335,0.599,0.363,1.507,2.458,2.096,0.183,0.277,0.184
758,0.661,0.445,0.365,0.339,0.605,0.371,1.489,2.431,2.072,0.191,0.295,0.193
759,0.671,0.453,0.373,0.345,0.613,0.381,1.470,2.402,2.047,0.201,0.309,0.202
760,0.680,0.460,0.380,0.350,0.620,0.390,1.450,2.370,2.020,0.210,0.320,0.210
761,0.686,0.466,0.385,0.354,0.628,0.398,1.427,2.331,1.986,0.215,0.316,0.210
762,0.691,0.470,0.389,0.358,0.635,0.405,1.402,2.289,1.950,0.219,0.307,0.207
763,0.693,0.472,0.392,0.360,0.640,0.410,1.376,2.245,1.912,0.222,0.294,0.203
764,0.693,0.472,0.392,0.361,0.642,0.411,1.348,2.198,1.872,0.222,0.278,0.197
765,0.690,0.470,0.390,0.360,0.640,0.410,1.320,2.150,1.830,0.220,0.260,0.190
766,0.679,0.460,0.381,0.353,0.627,0.398,1.292,2.101,1.788,0.213,0.240,0.183
767,0.664,0.447,0.370,0.344,0.610,0.384,1.263,2.050,1.744,0.204,0.219,0.176
768,0.648,0.432,0.357,0.333,0.592,0.367,1.233,1.998,1.700,0.193,0.198,0.168
769,0.629,0.417,0.344,0.322,0.571,0.349,1.202,1.944,1.655,0.182,0.178,0.159
770,0.610,0.400,0.330,0.310,0.550,0.330,1.170,1.890,1.610,0.170,0.160,0.150
771,0.592,0.386,0.320,0.301,0.533,0.315,1.135,1.835,1.565,0.159,0.149,0.140
772,0.575,0.371,0.310,0.291,0.517,0.300,1.100,1.780,1.520,0.149,0.140,0.131
773,0.557,0.357,0.301,0.281,0.501,0.286,1.064,1.724,1.474,0.139,0.132,0.121
774,0.538,0.344,0.291,0.271,0.485,0.273,1.027,1.667,1.428,0.129,0.126,0.110
775,0.520,0.330,0.280,0.260,0.470,0.260,0.990,1.610,1.380,0.120,0.120,0.100
776,0.502,0.318,0.267,0.247,0.456,0.249,0.954,1.552,1.329,0.113,0.114,0.090
777,0.484,0.306,0.253,0.233,0.442,0.239,0.918,1.494,1.277,0.107,0.108,0.080
778,0.466,0.294,0.238,0.218,0.428,0.230,0.882,1.436,1.224,0.102,0.102,0.070
779,0.448,0.282,0.224,0.204,0.414,0.220,0.846,1.378,1.172,0.096,0.096,0.060
780,0.430,0.270,0.210,0.190,0.400,0.210,0.810,1.320,1.120,0.090,0.090,0.050
