nm,sc,mc,lc,rh,mel
577,8.00756E-05,6.64817E-01,9.75451E-01,1.44E-01,3.41903E-02
578,7.28979E-05,6.46858E-01,9.69120E-01,1.36E-01,3.15562E-02
579,6.63837E-05,6.29072E-01,9.63093E-01,1.28E-01,2.91153E-02
580,6.04705E-05,6.11728E-01,9.57841E-01,1.21E-01,2.68747E-02
581,5.51020E-05,5.94998E-01,9.53664E-01,1.14E-01,2.48014E-02
582,5.02269E-05,5.78783E-01,9.50236E-01,1.08E-01,2.28597E-02
583,4.57988E-05,5.62935E-01,9.47086E-01,1.02E-01,2.10534E-02
584,4.17759E-05,5.47321E-01,9.43752E-01,9.56E-02,1.93864E-02
585,3.81202E-05,5.31825E-01,9.39781E-01,8.99E-02,1.78624E-02
586,3.47974E-05,5.16354E-01,9.34826E-01,8.45E-02,1.64578E-02
587,3.17763E-05,5.00870E-01,9.28917E-01,7.93E-02,1.51470E-02
588,2.90288E-05,4.85350E-01,9.22177E-01,7.45E-02,1.39314E-02
589,2.65294E-05,4.69777E-01,9.14729E-01,6.99E-02,1.28120E-02
590,2.42549E-05,4.54142E-01,9.06693E-01,6.55E-02,1.17901E-02
591,2.21847E-05,4.38454E-01,8.98170E-01,6.13E-02,1.08488E-02
592,2.02996E-05,4.22778E-01,8.89188E-01,5.74E-02,9.97112E-03
593,1.85826E-05,4.07188E-01,8.79759E-01,5.37E-02,9.15850E-03
594,1.70182E-05,3.91752E-01,8.69894E-01,5.02E-02,8.41242E-03
595,1.55924E-05,3.76527E-01,8.59605E-01,4.69E-02,7.73430E-03
596,1.42924E-05,3.61559E-01,8.48912E-01,4.38E-02,7.11255E-03
597,1.31066E-05,3.46856E-01,8.37865E-01,4.09E-02,6.53476E-03
598,1.20248E-05,3.32422E-01,8.26522E-01,3.82E-02,6.00110E-03
599,1.10373E-05,3.18261E-01,8.14940E-01,3.56E-02,5.51174E-03
600,1.01356E-05,3.04378E-01,8.03173E-01,3.32E-02,5.06686E-03
601,9.31202E-06,2.90784E-01,7.91253E-01,3.09E-02,4.65869E-03
602,8.55941E-06,2.77506E-01,7.79118E-01,2.87E-02,4.27946E-03
603,7.87141E-06,2.64575E-01,7.66691E-01,2.67E-02,3.92939E-03
604,7.24221E-06,2.52012E-01,7.53900E-01,2.49E-02,3.60872E-03
605,6.66657E-06,2.39837E-01,7.40680E-01,2.31E-02,3.31766E-03
606,6.13970E-06,2.28065E-01,7.26995E-01,2.15E-02,3.05109E-03
607,5.65727E-06,2.16703E-01,7.12905E-01,1.99E-02,2.80374E-03
608,5.21535E-06,2.05754E-01,6.98491E-01,1.85E-02,2.57560E-03
609,4.81036E-06,1.95221E-01,6.83829E-01,1.72E-02,2.36668E-03
610,4.43906E-06,1.85104E-01,6.68991E-01,1.59E-02,2.17698E-03
611,4.09850E-06,1.75398E-01,6.54037E-01,1.48E-02,2.00317E-03
612,3.78599E-06,1.66091E-01,6.38979E-01,1.37E-02,1.84190E-03
613,3.49911E-06,1.57169E-01,6.23825E-01,1.27E-02,1.69317E-03
614,3.23563E-06,1.48620E-01,6.08579E-01,1.18E-02,1.55692E-03
615,2.99354E-06,1.40431E-01,5.93248E-01,1.09E-02,1.43314E-03
616,NaN,1.32591E-01,5.77857E-01,1.01E-02,1.31972E-03
617,NaN,1.25092E-01,5.62493E-01,9.32E-03,1.21451E-03
618,NaN,1.17928E-01,5.47248E-01,8.62E-03,1.11743E-03
619,NaN,1.11091E-01,5.32209E-01,7.97E-03,1.02839E-03
620,NaN,1.04573E-01,5.17449E-01,7.37E-03,9.47313E-04
621,NaN,9.83663E-02,5.02993E-01,6.82E-03,8.72814E-04
622,NaN,9.24685E-02,4.88692E-01,6.30E-03,8.03576E-04
623,NaN,8.68759E-02,4.74376E-01,5.82E-03,7.39620E-04
624,NaN,8.15834E-02,4.59896E-01,5.38E-03,6.80970E-04
625,NaN,7.65841E-02,4.45125E-01,4.97E-03,6.27648E-04
626,NaN,7.18683E-02,4.30007E-01,4.59E-03,5.78753E-04
627,NaN,6.74186E-02,4.14687E-01,4.24E-03,5.33358E-04
628,NaN,6.32176E-02,3.99340E-01,3.91E-03,4.91440E-04
629,NaN,5.92492E-02,3.84122E-01,3.61E-03,4.52980E-04
630,NaN,5.54990E-02,3.69168E-01,3.34E-03,4.17955E-04
631,NaN,5.19550E-02,3.54580E-01,3.08E-03,3.85789E-04
632,NaN,4.86103E-02,3.40389E-01,2.84E-03,3.55905E-04
633,NaN,4.54591E-02,3.26609E-01,2.62E-03,3.28289E-04
634,NaN,4.24945E-02,3.13249E-01,2.42E-03,3.02926E-04
635,NaN,3.97097E-02,3.00316E-01,2.24E-03,2.79801E-04
636,NaN,3.70952E-02,2.87817E-01,2.06E-03,2.58544E-04
637,NaN,3.46347E-02,2.75762E-01,1.90E-03,2.38785E-04
638,NaN,3.23125E-02,2.64158E-01,1.76E-03,2.20508E-04
639,NaN,3.01151E-02,2.53009E-01,1.62E-03,2.03699E-04
640,NaN,2.80314E-02,2.42316E-01,1.50E-03,1.88341E-04
641,NaN,2.60564E-02,2.32061E-01,1.38E-03,1.74192E-04
642,NaN,2.42011E-02,2.22158E-01,1.28E-03,1.61020E-04
643,NaN,2.24760E-02,2.12516E-01,1.18E-03,1.48821E-04
644,NaN,2.08870E-02,2.03060E-01,1.09E-03,1.37594E-04
645,NaN,1.94366E-02,1.93730E-01,1.01E-03,1.27337E-04
646,NaN,1.81200E-02,1.84495E-01,9.28E-04,1.17891E-04
647,NaN,1.69149E-02,1.75402E-01,8.57E-04,1.09096E-04
648,NaN,1.57991E-02,1.66509E-01,7.92E-04,1.00949E-04
649,NaN,1.47543E-02,1.57865E-01,7.32E-04,9.34437E-05
650,NaN,1.37660E-02,1.49509E-01,6.77E-04,8.65751E-05
651,NaN,1.28246E-02,1.41470E-01,6.26E-04,8.02405E-05
652,NaN,1.19304E-02,1.33760E-01,5.79E-04,7.43383E-05
653,NaN,1.10850E-02,1.26383E-01,5.36E-04,6.88650E-05
654,NaN,1.02892E-02,1.19343E-01,4.96E-04,6.38172E-05
655,NaN,9.54315E-03,1.12638E-01,4.59E-04,5.91914E-05
656,NaN,8.84609E-03,1.06264E-01,4.25E-04,5.49203E-05
657,NaN,8.19600E-03,1.00208E-01,3.94E-04,5.09374E-05
658,NaN,7.59059E-03,9.44558E-02,3.65E-04,4.72404E-05
659,NaN,7.02754E-03,8.89934E-02,3.38E-04,4.38269E-05
660,NaN,6.50455E-03,8.38077E-02,3.13E-04,4.06945E-05
661,NaN,6.01952E-03,7.88865E-02,2.90E-04,3.77990E-05
662,NaN,5.57093E-03,7.42191E-02,2.69E-04,3.50966E-05
663,NaN,5.15728E-03,6.97952E-02,2.49E-04,3.25857E-05
664,NaN,4.77687E-03,6.56050E-02,2.31E-04,3.02647E-05
665,NaN,4.42794E-03,6.16384E-02,2.15E-04,2.81320E-05
666,NaN,4.10832E-03,5.78857E-02,1.99E-04,2.61587E-05
667,NaN,3.81470E-03,5.43366E-02,1.85E-04,2.43158E-05
668,NaN,3.54392E-03,5.09811E-02,1.72E-04,2.26017E-05
669,NaN,3.29329E-03,4.78096E-02,1.59E-04,2.10148E-05
670,NaN,3.06050E-03,4.48132E-02,1.48E-04,1.95535E-05
671,NaN,2.84369E-03,4.19831E-02,1.38E-04,1.81982E-05
672,NaN,2.64175E-03,3.93111E-02,1.28E-04,1.69302E-05
673,NaN,2.45374E-03,3.67892E-02,1.19E-04,1.57493E-05
674,NaN,2.27875E-03,3.44098E-02,1.10E-04,1.46553E-05
675,NaN,2.11596E-03,3.21660E-02,1.03E-04,1.36480E-05
676,NaN,1.96456E-03,3.00509E-02,9.54E-05,1.27143E-05
677,NaN,1.82378E-03,2.80594E-02,8.88E-05,1.18407E-05
678,NaN,1.69287E-03,2.61861E-02,8.26E-05,1.10269E-05
679,NaN,1.57115E-03,2.44260E-02,7.69E-05,1.02723E-05
680,NaN,1.45798E-03,2.27738E-02,7.15E-05,9.57637E-06
681,NaN,1.35274E-03,2.12238E-02,6.66E-05,8.93033E-06
682,NaN,1.25476E-03,1.97679E-02,6.20E-05,8.32543E-06
683,NaN,1.16340E-03,1.83986E-02,5.78E-05,7.76135E-06
684,NaN,1.07812E-03,1.71092E-02,5.38E-05,7.23773E-06
685,NaN,9.98424E-04,1.58939E-02,5.01E-05,6.75425E-06
686,NaN,9.23962E-04,1.47492E-02,4.67E-05,6.30499E-06
687,NaN,8.54713E-04,1.36773E-02,4.36E-05,5.88407E-06
688,NaN,7.90652E-04,1.26804E-02,4.06E-05,5.49115E-06
689,NaN,7.31684E-04,1.17590E-02,3.79E-05,5.12592E-06
690,NaN,6.77653E-04,1.09123E-02,3.53E-05,4.78804E-06
691,NaN,6.28297E-04,1.01373E-02,3.30E-05,4.47347E-06
692,NaN,5.83108E-04,9.42568E-03,3.08E-05,4.17829E-06
693,NaN,5.41584E-04,8.76917E-03,2.87E-05,3.90243E-06
694,NaN,5.03294E-04,8.16076E-03,2.68E-05,3.64583E-06
695,NaN,4.67870E-04,7.59453E-03,2.50E-05,3.40841E-06
696,NaN,4.35007E-04,7.06588E-03,2.34E-05,3.18739E-06
697,NaN,4.04490E-04,6.57252E-03,2.18E-05,2.97998E-06
698,NaN,3.76138E-04,6.11262E-03,2.04E-05,2.78604E-06
699,NaN,3.49784E-04,5.68440E-03,1.91E-05,2.60548E-06
700,NaN,3.25278E-04,5.28607E-03,1.78E-05,2.43819E-06
701,NaN,3.02477E-04,4.91573E-03,1.66E-05,2.28225E-06
702,NaN,2.81237E-04,4.57086E-03,1.56E-05,2.13580E-06
703,NaN,2.61427E-04,4.24908E-03,1.45E-05,1.99874E-06
704,NaN,2.42930E-04,3.94832E-03,1.36E-05,1.87101E-06
705,NaN,2.25641E-04,3.66675E-03,1.27E-05,1.75252E-06
706,NaN,2.09478E-04,3.40297E-03,1.19E-05,1.64197E-06
707,NaN,1.94400E-04,3.15632E-03,1.11E-05,1.53806E-06
708,NaN,1.80370E-04,2.92624E-03,1.04E-05,1.44073E-06
709,NaN,1.67347E-04,2.71213E-03,9.76E-06,1.34993E-06
710,NaN,1.55286E-04,2.51327E-03,9.14E-06,1.26560E-06
711,NaN,1.44135E-04,2.32895E-03,8.56E-06,1.18683E-06
712,NaN,1.33830E-04,2.15836E-03,8.02E-06,1.11273E-06
713,NaN,1.24309E-04,2.00071E-03,7.51E-06,1.04326E-06
714,NaN,1.15513E-04,1.85521E-03,7.04E-06,9.78385E-07
715,NaN,1.07388E-04,1.72108E-03,6.60E-06,9.18078E-07
716,NaN,9.98800E-05,1.59750E-03,6.18E-06,8.61705E-07
717,NaN,9.29320E-05,1.48342E-03,5.80E-06,8.08640E-07
718,NaN,8.64907E-05,1.37787E-03,5.44E-06,7.58853E-07
719,NaN,8.05090E-05,1.27998E-03,5.10E-06,7.12313E-07
720,NaN,7.49453E-05,1.18900E-03,4.78E-06,6.68991E-07
721,NaN,6.97652E-05,1.10433E-03,4.49E-06,6.28444E-07
722,NaN,6.49470E-05,1.02563E-03,4.21E-06,5.90239E-07
723,NaN,6.04718E-05,9.52602E-04,3.95E-06,5.54363E-07
724,NaN,5.63207E-05,8.84959E-04,3.71E-06,5.20798E-07
725,NaN,5.24748E-05,8.22396E-04,3.48E-06,4.89531E-07
726,NaN,4.89142E-05,7.64585E-04,3.27E-06,4.60251E-07
727,NaN,4.56137E-05,7.11110E-04,3.07E-06,4.32648E-07
728,NaN,4.25490E-05,6.61570E-04,2.88E-06,4.06710E-07
729,NaN,3.96989E-05,6.15612E-04,2.71E-06,3.82420E-07
730,NaN,3.70443E-05,5.72917E-04,2.55E-06,3.59766E-07
731,NaN,3.45688E-05,5.33206E-04,2.39E-06,3.38528E-07
732,NaN,3.22588E-05,4.96234E-04,2.25E-06,3.18490E-07
733,NaN,3.01026E-05,4.61782E-04,2.12E-06,2.99644E-07
734,NaN,2.80893E-05,4.29654E-04,1.99E-06,2.81981E-07
735,NaN,2.62088E-05,3.99670E-04,1.87E-06,2.65493E-07
736,NaN,2.44529E-05,3.71690E-04,1.76E-06,2.50026E-07
737,NaN,2.28177E-05,3.45650E-04,1.66E-06,2.35424E-07
738,NaN,2.12995E-05,3.21494E-04,1.56E-06,2.21681E-07
739,NaN,1.98941E-05,2.99155E-04,1.47E-06,2.08789E-07
740,NaN,1.85965E-05,2.78553E-04,1.38E-06,1.96740E-07
741,NaN,1.74003E-05,2.59583E-04,1.30E-06,1.85426E-07
742,NaN,1.62931E-05,2.42061E-04,1.22E-06,1.74736E-07
743,NaN,1.52632E-05,2.25809E-04,1.15E-06,1.64666E-07
744,NaN,1.43005E-05,2.10674E-04,1.08E-06,1.55212E-07
745,NaN,1.33965E-05,1.96528E-04,1.02E-06,1.46370E-07
746,NaN,1.25449E-05,1.83271E-04,9.62E-07,1.38062E-07
747,NaN,1.17441E-05,1.70868E-04,9.07E-07,1.30208E-07
748,NaN,1.09929E-05,1.59290E-04,8.55E-07,1.22805E-07
749,NaN,1.02900E-05,1.48506E-04,8.06E-07,1.15848E-07
750,NaN,9.63397E-06,1.38482E-04,7.60E-07,1.09332E-07
751,NaN,9.02263E-06,1.29179E-04,7.16E-07,1.03202E-07
752,NaN,8.45301E-06,1.20542E-04,6.75E-07,9.74005E-08
753,NaN,7.92207E-06,1.12519E-04,6.37E-07,9.19274E-08
754,NaN,7.42700E-06,1.05061E-04,6.01E-07,8.67807E-08
755,NaN,6.96522E-06,9.81226E-05,5.67E-07,8.19587E-08
756,NaN,6.53422E-06,9.16641E-05,5.35E-07,7.74202E-08
757,NaN,6.13129E-06,8.56455E-05,5.05E-07,7.31243E-08
758,NaN,5.75391E-06,8.00302E-05,4.77E-07,6.90693E-08
759,NaN,5.39984E-06,7.47858E-05,4.50E-07,6.52534E-08
760,NaN,5.06711E-06,6.98827E-05,4.25E-07,6.16749E-08
761,NaN,4.75413E-06,6.52966E-05,4.01E-07,5.83044E-08
762,NaN,4.46019E-06,6.10128E-05,3.79E-07,5.51124E-08
763,NaN,4.18466E-06,5.70183E-05,3.58E-07,5.20972E-08
764,NaN,3.92690E-06,5.32996E-05,3.38E-07,4.92575E-08
765,NaN,3.68617E-06,4.98430E-05,3.20E-07,4.65916E-08
766,NaN,3.46157E-06,4.66322E-05,3.02E-07,4.40782E-08
767,NaN,3.25155E-06,4.36424E-05,2.86E-07,4.16962E-08
768,NaN,3.05464E-06,4.08501E-05,2.70E-07,3.94444E-08
769,NaN,2.86951E-06,3.82346E-05,2.55E-07,3.73218E-08
770,NaN,2.69504E-06,3.57781E-05,2.41E-07,3.53272E-08
771,NaN,2.53040E-06,3.34676E-05,2.28E-07,3.34451E-08
772,NaN,2.37550E-06,3.13007E-05,2.16E-07,3.16600E-08
773,NaN,2.23033E-06,2.92761E-05,2.04E-07,2.99712E-08
774,NaN,2.09478E-06,2.73908E-05,1.93E-07,2.83782E-08
775,NaN,1.96864E-06,2.56411E-05,1.83E-07,2.68803E-08
776,NaN,1.85152E-06,2.40205E-05,1.73E-07,2.54800E-08
777,NaN,1.74248E-06,2.25160E-05,1.64E-07,2.41660E-08
778,NaN,1.64060E-06,2.11145E-05,1.55E-07,2.29167E-08
779,NaN,1.54507E-06,1.98046E-05,1.47E-07,2.17105E-08
780,NaN,1.45518E-06,1.85766E-05,1.39E-07,2.05258E-08
781,nan,nan,nan,nan,nan
782,nan,nan,nan,nan,nan
783,nan,nan,nan,nan,nan
784,nan,nan,nan,nan,nan
785,nan,nan,nan,nan,nan
786,nan,nan,nan,nan,nan
787,nan,nan,nan,nan,nan
788,nan,nan,nan,nan,nan
789,nan,nan,nan,nan,nan
790,nan,nan,nan,nan,nan
791,nan,nan,nan,nan,nan
792,nan,nan,nan,nan,nan
793,nan,nan,nan,nan,nan
794,nan,nan,nan,nan,nan
795,nan,nan,nan,nan,nan
796,nan,nan,nan,nan,nan
797,nan,nan,nan,nan,nan
798,nan,nan,nan,nan,nan
799,nan,nan,nan,nan,nan
800,nan,nan,nan,nan,nan
801,nan,nan,nan,nan,nan
802,nan,nan,nan,nan,nan
803,nan,nan,nan,nan,nan
804,nan,nan,nan,nan,nan
805,nan,nan,nan,nan,nan
806,nan,nan,nan,nan,nan
807,nan,nan,nan,nan,nan
808,nan,nan,nan,nan,nan
809,nan,nan,nan,nan,nan
810,nan,nan,nan,nan,nan
811,nan,nan,nan,nan,nan
812,nan,nan,nan,nan,nan
813,nan,nan,nan,nan,nan
814,nan,nan,nan,nan,nan
815,nan,nan,nan,nan,nan
816,nan,nan,nan,nan,nan
817,nan,nan,nan,nan,nan
818,nan,nan,nan,nan,nan
819,nan,nan,nan,nan,nan
820,nan,nan,nan,nan,nan
821,nan,nan,nan,nan,nan
822,nan,nan,nan,nan,nan
823,nan,nan,nan,nan,nan
824,nan,nan,nan,nan,nan
825,nan,nan,nan,nan,nan
826,nan,nan,nan,nan,nan
827,nan,nan,nan,nan,nan
828,nan,nan,nan,nan,nan
829,nan,nan,nan,nan,nan
830,nan,nan,nan,nan,nan
